Id,Sales
1,4517.105
2,6952.658
3,8468.591
4,6013.8433
5,6089.3735
6,5292.384
7,7817.211
8,7201.7485
9,4713.61
10,5514.4067
11,6280.245
12,7532.142
13,6429.3
14,8271.757
15,4994.688
16,4349.452
17,5325.286
18,8879.864
19,11152.6875
20,9306.746
21,6458.2886
22,5631.3438
23,5548.8174
24,4020.284
25,7706.8633
26,9277.265
27,8686.597
28,5333.67
29,4705.8916
30,4655.3706
31,4911.52
32,9697.436
33,6700.268
34,5130.8403
35,4863.295
36,7086.212
37,3879.5657
38,6812.854
39,3975.4792
40,6221.671
41,7076.762
42,5337.831
43,6843.743
44,5675.2886
45,4380.1797
46,6419.672
47,6529.041
48,10188.014
49,5773.121
50,7811.097
51,6911.2896
52,9223.028
53,6216.0186
54,8654.368
55,4261.867
56,4858.201
57,5947.2573
58,5755.97
59,8402.284
60,6991.6094
61,5248.2812
62,7125.9194
63,6119.7466
64,9313.55
65,3736.7495
66,12362.642
67,4600.9814
68,5785.829
69,7809.637
70,5235.0386
71,5482.2583
72,5961.2173
73,6967.716
74,4743.805
75,4924.6816
76,7463.846
77,7104.93
78,6581.67
79,4163.95
80,6802.0415
81,10175.087
82,6170.469
83,4586.9854
84,6412.229
85,5793.636
86,6617.7046
87,6560.2217
88,3880.858
89,7039.8345
90,5698.794
91,6689.2056
92,6519.4795
93,4435.757
94,6129.236
95,5186.4404
96,6922.1597
97,8885.892
98,5027.216
99,5038.144
100,6010.3936
101,5421.0957
102,5113.9233
103,7937.4556
104,6399.3066
105,7156.225
106,5322.1353
107,4624.6094
108,6026.841
109,7629.71
110,8018.4844
111,7372.365
112,7515.335
113,5509.07
114,7964.828
115,5441.2295
116,7159.3887
117,8469.572
118,6302.378
119,9305.372
120,7349.565
121,7271.1777
122,5630.494
123,6822.116
124,7329.663
125,6036.404
126,3712.1626
127,5555.6406
128,7323.9395
129,6868.874
130,4890.374
131,8210.688
132,6549.5005
133,5503.2954
134,5400.051
135,5394.68
136,6974.756
137,6802.9067
138,6487.9062
139,4956.2627
140,4543.4175
141,6229.5625
142,3465.4966
143,6217.5186
144,4540.251
145,8595.325
146,6789.9507
147,6249.034
148,7715.3647
149,5101.7393
150,4572.7637
151,9738.115
152,6590.291
153,7584.0444
154,7419.7017
155,5046.585
156,5789.5747
157,5335.512
158,7508.1377
159,10888.878
160,5848.887
161,2961.6353
162,4863.3228
163,7571.0566
164,8307.344
165,5827.8027
166,6714.453
167,4606.494
168,5307.0996
169,3213.4268
170,4996.772
171,5569.4683
172,6131.959
173,7143.7686
174,6011.6245
175,7465.0215
176,8364.987
177,7286.4087
178,4347.1577
179,9049.024
180,10142.95
181,5845.1875
182,7430.048
183,4755.968
184,6156.78
185,3878.5286
186,6969.4614
187,4823.426
188,8502.84
189,6866.6
190,8013.0205
191,8010.568
192,5253.928
193,7805.281
194,18059.523
195,10113.124
196,5354.2573
197,2701.7598
198,5797.9907
199,9286.973
200,5536.2095
201,11239.419
202,18997.98
203,3103.0457
204,4941.961
205,9029.188
206,4807.015
207,8874.896
208,6203.4937
209,6532.4927
210,3520.95
211,6688.95
212,6036.231
213,6908.7026
214,7837.029
215,6067.47
216,5588.395
217,6608.953
218,4842.9795
219,5186.4404
220,7217.5024
221,5388.934
222,5773.586
223,6618.365
224,6050.4355
225,4907.261
226,7090.5386
227,6782.0938
228,8070.038
229,5683.372
230,6889.7153
231,5410.328
232,3328.5793
233,6032.519
234,6861.6333
235,4822.22
236,4400.2163
237,8809.929
238,7008.828
239,8398.803
240,6403.5522
241,5433.7163
242,5051.736
243,4245.913
244,9562.697
245,4719.6655
246,7649.601
247,14683.324
248,6950.8613
249,7017.389
250,4684.8896
251,4506.8047
252,6983.4243
253,3682.6868
254,6298.5874
255,9631.619
256,5274.1685
257,14490.534
258,13632.932
259,4592.4985
260,6938.715
261,5021.127
262,6232.466
263,5226.73
264,10323.936
265,7014.413
266,8252.672
267,4475.826
268,6759.4956
269,4471.717
270,8319.757
271,6444.409
272,5578.938
273,6499.927
274,5419.068
275,7715.809
276,9550.886
277,5450.865
278,9580.18
279,6520.4976
280,8809.758
281,4650.7734
282,5186.4404
283,4900.58
284,8979.342
285,6581.4097
286,7605.4727
287,6550.232
288,8118.602
289,4165.257
290,7728.607
291,6158.8403
292,3583.107
293,13353.059
294,17005.053
295,6639.0464
296,7387.5034
297,9141.135
298,10018.941
299,10317.091
300,5671.358
301,7151.258
302,5433.189
303,7757.6553
304,3988.977
305,5283.58
306,5008.14
307,5313.246
308,7253.6353
309,4994.924
310,4171.1753
311,5596.0034
312,3455.0369
313,4420.9023
314,5404.5474
315,6192.256
316,8537.495
317,8007.5625
318,7064.803
319,6008.5674
320,5857.0474
321,10817.337
322,7576.429
323,5224.321
324,4127.767
325,8454.046
326,4396.7324
327,6415.5645
328,3128.1584
329,4782.8203
330,6993.344
331,5900.484
332,5062.0063
333,8144.5376
334,9634.455
335,11074.11
336,5697.927
337,9237.814
338,3145.2764
339,5186.4404
340,5934.561
341,3964.1968
342,7248.7666
343,4980.751
344,5186.4404
345,8224.234
346,11241.116
347,8372.007
348,5199.459
349,5262.657
350,7468.797
351,6795.2236
352,6148.773
353,4440.1157
354,6741.429
355,9543.0
356,4372.724
357,5992.538
358,7115.81
359,7555.3706
360,12908.564
361,6003.389
362,12064.562
363,6608.733
364,5084.0728
365,3522.36
366,5816.5215
367,5819.157
368,4831.8247
369,7213.566
370,4304.9277
371,4215.1636
372,6710.4287
373,3424.438
374,7464.4136
375,6350.1357
376,7492.2124
377,7743.4146
378,4880.1855
379,8858.339
380,6353.818
381,4800.1094
382,5186.4404
383,5430.297
384,10345.34
385,6249.3965
386,4725.997
387,7174.0356
388,7944.5156
389,6500.3345
390,6058.509
391,8057.1904
392,5370.895
393,5339.226
394,5475.876
395,8408.672
396,5913.4966
397,5869.016
398,5186.4404
399,4934.3223
400,3632.7717
401,5033.8125
402,7937.958
403,8243.617
404,9967.325
405,10219.974
406,7672.608
407,4298.582
408,4789.162
409,10302.9375
410,9566.753
411,6992.161
412,8152.5757
413,8260.135
414,5441.6626
415,3830.46
416,10273.578
417,5002.6577
418,6300.033
419,6116.5913
420,2813.683
421,10674.381
422,5390.247
423,4850.147
424,4639.8936
425,5582.142
426,6445.2944
427,7585.2163
428,6115.156
429,4470.132
430,4890.2163
431,4110.6865
432,3033.9375
433,6818.3584
434,17723.988
435,5397.1
436,5227.6035
437,6386.405
438,4815.5522
439,5150.3633
440,4390.405
441,4438.19
442,6955.921
443,6699.907
444,3813.4773
445,8202.251
446,5295.0957
447,4797.919
448,7932.6587
449,7576.0737
450,10136.076
451,5286.958
452,7024.666
453,4495.983
454,5522.6934
455,13540.6875
456,8869.009
457,6020.17
458,4694.961
459,4498.7764
460,5462.8447
461,4816.229
462,9773.582
463,4953.508
464,5448.073
465,6718.0664
466,4603.8887
467,6219.214
468,6783.736
469,7637.6714
470,6752.6704
471,4035.4756
472,5458.9478
473,6407.249
474,9127.213
475,8406.571
476,6241.9907
477,4315.9604
478,7053.9854
479,5785.841
480,4266.4097
481,7161.016
482,7151.949
483,6176.645
484,5436.3286
485,6131.0503
486,7360.9263
487,5216.199
488,6503.5957
489,6503.413
490,5294.4844
491,8655.156
492,5800.629
493,4839.3223
494,10741.052
495,6147.1445
496,3711.8289
497,7673.1313
498,8541.004
499,10352.822
500,4976.7915
501,5409.8105
502,5845.3247
503,7069.4873
504,5652.4233
505,7381.2666
506,3078.5984
507,5685.3516
508,6129.524
509,5730.3193
510,4451.1885
511,6648.852
512,7925.552
513,4575.422
514,8070.3706
515,6276.2734
516,8186.3223
517,4361.1694
518,6290.5244
519,5719.5874
520,6901.9893
521,7863.9688
522,4702.4346
523,6928.4727
524,7662.218
525,7050.054
526,4892.037
527,3377.7666
528,6695.064
529,6806.964
530,7866.116
531,6860.95
532,5488.656
533,8067.29
534,6659.861
535,6469.227
536,7238.9595
537,5528.586
538,7810.522
539,10030.43
540,7763.4272
541,4420.2554
542,5508.7285
543,4123.614
544,0.0
545,8053.9165
546,5186.4404
547,8231.248
548,4229.2886
549,6941.892
550,6111.758
551,9769.117
552,4156.375
553,5186.4404
554,5185.0366
555,7780.476
556,5151.245
557,7003.2773
558,7478.4746
559,9324.578
560,6601.184
561,6926.798
562,5512.5044
563,4484.796
564,4897.24
565,9958.717
566,9004.719
567,5703.919
568,14533.335
569,5994.894
570,4922.8335
571,5932.3413
572,8011.757
573,8616.803
574,6328.3296
575,7374.8867
576,7524.5264
577,6809.603
578,5698.1934
579,5414.9204
580,5240.4204
581,5186.4404
582,4058.3281
583,5032.42
584,8486.926
585,15213.949
586,5914.005
587,4936.712
588,6867.845
589,3556.9675
590,5824.09
591,3600.4058
592,8746.171
593,5620.855
594,5939.181
595,12332.652
596,10286.7
597,6604.9883
598,6689.839
599,3261.9143
600,5654.313
601,5335.2095
602,8138.6084
603,4646.216
604,3686.3167
605,5631.8267
606,5326.0547
607,7402.2017
608,5917.6104
